customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C02876,Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.0,347.32,No
C02877,Female,1,Yes,Yes,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,25.54,383.83,No
C02878,Male,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),76.41,1442.77,No
C02879,Female,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,68.53,18.0,Yes
C02880,Female,0,No,No,5,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,53.33,302.61,Yes
C02881,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,60.33,18.0,Yes
C02882,Male,1,No,No,38,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),79.49,3098.37,Yes
C02883,Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),60.08,761.44,No
C02884,Female,0,No,No,2,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),59.17,81.59,No
C02885,Male,0,No,Yes,37,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),58.85,2441.62,No
C02886,Female,0,Yes,No,33,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,55.34,2093.88,Yes
C02887,Female,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,72.55,2840.18,Yes
C02888,Male,0,No,Yes,29,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,87.19,2374.49,No
C02889,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,26.2,230.4,No
C02890,Female,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),114.42,110.83,Yes
C02891,Male,0,No,No,54,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,40.58,2584.32,No
C02892,Female,0,No,No,7,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,18.0,139.17,No
C02893,Male,0,No,No,25,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),71.06,1560.09,Yes
C02894,Male,1,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,475.88,No
C02895,Male,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.28,1621.79,No
C02896,Female,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.0,207.12,No
C02897,Male,0,Yes,Yes,27,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,39.72,1071.65,No
C02898,Female,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,84.2,892.42,Yes
C02899,Female,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),36.51,2416.22,No
C02900,Female,0,Yes,No,30,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,21.15,704.26,No
C02901,Female,0,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),21.79,490.64,No
C02902,Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,62.23,1565.92,Yes
C02903,Female,0,Yes,No,14,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),77.85,1282.43,Yes
C02904,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),68.57,161.16,Yes
C02905,Male,0,No,No,18,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),53.04,1049.09,No
C02906,Female,0,Yes,No,47,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,45.67,2138.82,No
C02907,Male,0,No,No,22,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,50.92,1145.62,No
C02908,Female,0,Yes,No,32,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),47.45,1616.7,No
C02909,Male,0,Yes,Yes,32,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),61.11,1409.15,No
C02910,Female,0,No,No,35,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,65.69,2246.55,No
C02911,Male,0,Yes,No,15,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,51.69,827.28,No
C02912,Female,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.76,18.0,No
C02913,Female,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,56.15,18.0,Yes
C02914,Male,0,Yes,No,5,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,45.66,439.29,No
C02915,Male,0,No,No,72,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),55.52,3590.59,No
C02916,Male,1,Yes,No,59,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,86.71,5104.91,No
C02917,Male,1,No,Yes,10,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),23.83,111.07,No
C02918,Female,0,No,No,16,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,69.12,707.94,Yes
C02919,Female,0,No,No,72,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,75.59,5715.63,No
C02920,Male,0,Yes,No,9,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),60.93,348.32,No
C02921,Female,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.0,812.57,No
C02922,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),46.1,18.0,No
C02923,Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),54.64,1527.08,Yes
C02924,Female,1,No,No,72,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),36.27,2684.7,No
C02925,Female,0,No,No,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.35,812.82,No
C02926,Female,0,Yes,Yes,22,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),18.0,294.86,No
C02927,Female,0,No,Yes,33,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),54.87,1702.11,Yes
C02928,Female,0,No,No,26,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,47.42,1078.24,Yes
C02929,Female,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,18.0,No
C02930,Female,0,Yes,No,5,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),44.33,172.35,No
C02931,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,68.44,4874.63,No
C02932,Male,0,No,No,9,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.84,545.48,Yes
C02933,Male,0,No,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.27,224.1,Yes
C02934,Male,0,No,No,22,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),40.57,796.0,No
C02935,Male,0,No,No,72,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),72.71,5139.78,No
C02936,Female,0,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,843.67,No
C02937,Male,0,No,No,31,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,46.07,1407.55,No
C02938,Male,1,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,252.27,No
C02939,Male,0,No,Yes,38,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),49.54,2007.6,No
C02940,Male,1,No,Yes,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.0,392.55,No
C02941,Male,1,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,23.4,1750.38,No
C02942,Male,0,No,No,24,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,31.02,573.19,Yes
C02943,Male,0,No,No,17,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,20.84,474.96,Yes
C02944,Female,1,Yes,No,52,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),42.18,1741.47,No
C02945,Female,0,Yes,No,51,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Mailed check,77.82,4159.74,No
C02946,Male,0,No,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,60.13,229.12,Yes
C02947,Female,1,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,18.0,No
C02948,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,58.29,3943.33,No
C02949,Female,0,Yes,No,18,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,36.33,185.15,No
C02950,Female,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,231.23,No
C02951,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),97.64,1107.82,Yes
C02952,Female,0,No,No,20,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),74.16,1208.94,No
C02953,Female,0,No,No,43,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,86.13,3578.59,Yes
C02954,Female,0,No,Yes,21,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,50.55,884.89,No
C02955,Male,0,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,58.39,561.81,Yes
C02956,Male,0,No,Yes,3,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),83.2,375.84,Yes
C02957,Male,0,No,No,72,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,53.09,3935.1,No
C02958,Male,0,No,No,65,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,94.77,6254.85,No
C02959,Male,0,No,Yes,50,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,46.56,2445.78,No
C02960,Male,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.43,1401.75,No
C02961,Male,0,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.33,407.62,No
C02962,Female,1,No,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,1311.2,No
C02963,Female,0,Yes,Yes,50,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),30.83,1269.97,No
C02964,Female,0,Yes,No,54,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.34,2564.17,No
C02965,Male,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,47.48,850.53,Yes
C02966,Male,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),85.36,1605.34,No
C02967,Male,0,Yes,No,39,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,55.36,2362.06,No
C02968,Male,0,No,Yes,14,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),46.41,630.99,No
C02969,Male,0,No,No,21,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,45.57,881.66,No
C02970,Female,0,Yes,No,33,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),64.38,2031.62,Yes
C02971,Female,0,No,No,18,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.25,1266.27,Yes
C02972,Male,0,Yes,No,50,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,68.31,3248.43,No
C02973,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,65.27,493.81,No
C02974,Male,1,Yes,No,40,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,77.29,2944.8,Yes
C02975,Male,0,Yes,No,5,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),57.17,59.09,Yes
C02976,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.15,1435.16,No
C02977,Male,0,Yes,No,12,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,55.88,608.16,No
C02978,Male,1,No,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,1215.82,No
C02979,Male,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,616.41,Yes
C02980,Male,1,No,Yes,3,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,No,Mailed check,35.26,158.98,No
C02981,Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),56.52,1455.74,Yes
C02982,Male,0,Yes,No,72,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,26.31,1607.81,No
C02983,Male,0,No,Yes,5,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),53.57,319.14,Yes
C02984,Female,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),40.9,419.5,No
C02985,Female,0,Yes,Yes,18,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),76.97,997.18,No
C02986,Female,0,Yes,No,10,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),34.64,448.3,No
C02987,Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),48.03,3374.84,No
C02988,Male,1,No,No,15,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,57.3,734.26,Yes
C02989,Female,0,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,76.72,2526.51,No
C02990,Female,1,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.0,146.05,No
C02991,Female,0,Yes,Yes,7,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),107.81,834.94,Yes
C02992,Female,0,No,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,30.36,18.0,Yes
C02993,Female,1,No,Yes,18,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,63.94,898.81,Yes
C02994,Female,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),78.18,2306.53,No
C02995,Male,0,Yes,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),64.4,66.68,Yes
C02996,Male,0,No,No,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,982.8,No
C02997,Male,0,No,Yes,23,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,38.41,841.26,Yes
C02998,Female,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,49.35,406.57,No
C02999,Female,0,No,Yes,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,48.24,191.91,Yes
C03000,Female,0,No,No,2,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),70.79,579.88,No
C03001,Female,1,No,Yes,9,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,46.9,654.22,No
C03002,Female,0,Yes,No,22,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),63.54,1381.37,No
C03003,Female,1,Yes,No,62,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,49.23,3207.97,No
C03004,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.0,1506.82,No
C03005,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),58.73,2901.25,No
C03006,Female,0,No,No,12,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,No,Electronic check,24.87,198.77,Yes
C03007,Male,0,No,Yes,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),88.19,1157.97,Yes
C03008,Female,1,Yes,No,72,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),71.38,5112.31,No
C03009,Male,0,No,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),37.94,1286.7,No
C03010,Female,0,No,Yes,11,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.81,1006.59,No
C03011,Female,0,No,No,12,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,47.09,781.38,No
C03012,Male,0,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),66.66,1230.36,No
C03013,Male,1,No,Yes,31,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,51.87,1526.09,Yes
C03014,Female,1,Yes,Yes,72,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,57.9,4188.21,No
C03015,Female,0,No,Yes,7,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,26.02,65.13,Yes
C03016,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,47.59,350.94,No
C03017,Male,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.98,412.85,No
C03018,Female,0,No,Yes,9,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,40.33,117.37,Yes
C03019,Male,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,63.43,1353.27,Yes
C03020,Female,0,Yes,No,38,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),66.69,2441.54,No
C03021,Female,0,Yes,No,11,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,89.58,629.46,No
C03022,Female,0,No,No,37,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.17,2666.42,No
C03023,Female,1,Yes,Yes,13,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,33.06,437.24,No
C03024,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),86.03,2672.16,No
C03025,Male,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),34.4,973.4,No
C03026,Male,0,No,No,10,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,62.91,693.05,No
C03027,Male,0,No,Yes,32,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,59.11,2151.79,Yes
C03028,Male,0,Yes,Yes,15,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51.75,752.63,No
C03029,Male,0,Yes,No,13,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,56.69,777.09,No
C03030,Male,0,Yes,No,10,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),20.68,655.87,No
C03031,Female,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,295.64,No
C03032,Male,0,No,No,49,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.21,3934.26,No
C03033,Male,0,Yes,Yes,9,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),63.92,778.79,No
C03034,Female,0,Yes,No,36,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),31.72,1161.76,No
C03035,Male,0,No,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.6,4810.92,No
C03036,Male,0,No,No,13,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),67.31,1035.32,Yes
C03037,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.0,18.0,No
C03038,Male,1,No,Yes,1,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,30.61,18.0,No
C03039,Male,0,Yes,Yes,4,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),45.76,53.29,Yes
C03040,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,53.08,405.41,Yes
C03041,Female,0,No,No,44,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.05,3541.25,Yes
C03042,Male,0,No,No,11,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,25.44,210.51,No
C03043,Male,0,Yes,No,33,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),36.52,963.52,No
C03044,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),82.68,19.14,Yes
C03045,Male,0,No,No,11,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,66.25,559.54,Yes
C03046,Female,0,Yes,No,8,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),38.77,618.04,No
C03047,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,64.7,626.78,No
C03048,Male,0,No,Yes,6,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),37.08,549.99,No
C03049,Female,0,No,Yes,30,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,59.33,1732.7,No
C03050,Female,0,No,No,34,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,66.24,2394.22,Yes
C03051,Male,0,No,No,5,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,53.27,18.0,Yes
C03052,Female,0,No,No,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,23.21,983.23,No
C03053,Female,1,Yes,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,18.0,No
C03054,Male,0,Yes,Yes,10,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,73.21,508.13,Yes
C03055,Male,0,Yes,Yes,56,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),52.01,2974.85,No
C03056,Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,72.84,5470.33,No
C03057,Female,1,No,No,55,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,68.2,3779.48,Yes
C03058,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,42.42,314.6,Yes
C03059,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,47.58,3094.47,No
